name,x,y,z
0,69.87920379638672,43.967201232910156,21.437326431274414
1,44.68330001831055,316.04400634765625,49.11923599243164
2,171.46499633789062,-115.11000061035156,72.88074493408203
3,-179.94200134277344,153.30903625488281,86.2739028930664
4,-212.21400451660156,-192.14100646972656,35.86577224731445
