mission_id,vehicle_id,x,y,z,task_id
20251213231216379881,0,128.0660858154297,-85.10116577148438,1.6918941736221313,4
20251213231512197894,0,128.09130859375,-84.91079711914062,1.7157615423202515,1
20251213231804107569,0,127.54231262207031,-85.7929916381836,1.6910710334777832,3
20251213232054439363,0,128.12631225585938,-85.01631927490234,1.6698602437973022,3
20251213232400761026,0,109.11244201660156,-97.87096405029297,1.633858323097229,0
20251213232704670600,0,127.49800872802734,-85.97122192382812,1.7009637355804443,1
20251213233004079650,0,128.20286560058594,-84.856689453125,1.6952052116394043,0
20251213233258594254,0,109.51248931884766,-97.72469329833984,1.684185266494751,2
